FrameNr,x,y,w,h
1,757,358,23,68
2,757,357,23,69
3,757,356,23,71
4,757,356,23,71
5,756,358,22,70
6,756,359,22,69
7,756,359,21,69
8,756,363,19,64
9,756,364,18,64
10,756,365,18,63
11,756,366,17,62
12,756,366,17,62
13,756,368,17,60
14,756,368,17,60
15,756,369,16,59
16,755,369,17,58
17,755,370,16,57
18,755,371,16,57
19,755,370,16,58
20,755,370,16,58
21,755,370,16,58
22,755,370,16,58
23,755,369,16,59
24,755,370,16,58
25,755,370,16,59
26,755,369,15,60
27,755,370,15,59
28,755,371,15,59
29,754,371,16,59
30,753,369,16,61
31,753,368,16,62
32,753,367,16,63
33,752,366,17,63
34,751,366,18,63
35,751,366,17,63
36,750,366,19,63
37,750,366,19,63
38,750,366,19,63
39,749,363,20,66
40,750,363,19,66
41,750,363,19,66
42,750,363,19,67
43,750,364,19,66
44,749,364,20,66
45,749,364,20,66
46,749,364,20,66
47,749,364,20,66
48,749,364,20,66
49,749,363,19,68
50,750,363,18,68
51,750,363,18,68
52,750,363,18,68
53,750,363,18,68
54,750,363,18,68
55,750,363,18,68
56,750,362,18,69
57,750,362,18,69
58,750,363,18,68
59,750,363,19,68
60,750,363,18,68
61,749,363,19,68
62,748,363,21,68
63,748,363,20,68
64,748,364,20,67
65,748,364,20,67
66,748,364,20,67
67,748,363,20,68
68,748,362,20,70
69,748,361,20,71
70,748,360,20,72
71,748,360,20,72
72,748,361,20,71
73,748,361,20,71
74,749,362,19,69
75,750,362,18,69
76,749,362,19,70
77,749,362,19,70
78,749,362,19,70
79,749,362,19,70
80,749,362,19,70
81,748,361,19,71
82,748,361,20,71
83,748,361,20,71
84,749,361,20,71
85,749,361,20,72
86,749,362,20,71
87,749,362,20,71
88,749,362,20,71
89,749,361,20,72
90,749,361,20,72
91,750,360,19,73
92,750,362,20,71
93,750,363,20,70
94,751,363,19,71
95,751,364,19,70
96,751,363,20,71
97,751,363,20,71
98,751,363,19,71
99,750,363,20,71
100,750,362,20,72
101,750,361,20,73
102,751,360,19,75
103,751,361,19,74
104,751,362,19,73
105,751,362,19,73
106,752,364,18,70
107,752,365,18,70
108,752,365,19,70
109,753,365,18,70
110,753,363,19,73
111,753,361,20,75
112,753,361,20,76
113,753,362,20,75
114,753,363,20,74
115,753,363,20,74
116,753,363,19,75
117,753,364,20,74
118,753,365,19,73
119,754,367,19,71
120,754,365,20,73
121,754,365,21,74
122,753,365,23,74
123,753,366,24,74
124,752,364,25,76
125,753,363,24,77
126,753,362,24,78
127,753,360,24,80
128,755,354,25,87
129,754,353,27,88
130,754,354,28,87
131,755,353,27,88
132,755,354,27,87
133,755,354,27,87
134,755,354,27,87
135,755,353,28,88
136,756,352,27,89
137,756,352,27,89
138,757,353,26,88
139,758,354,25,87
140,758,355,24,86
141,758,356,24,86
142,758,355,24,87
143,758,354,24,88
144,758,354,25,89
145,758,354,25,88
146,759,354,24,89
147,759,356,25,86
148,759,358,26,85
149,760,357,25,86
150,760,356,25,87
151,760,353,27,90
152,759,351,28,91
153,759,351,29,91
154,759,350,29,93
155,758,350,31,94
156,758,352,32,92
157,758,353,32,91
158,759,353,31,91
159,759,353,31,92
160,760,353,30,92
161,761,353,29,92
162,762,354,29,91
163,763,354,28,91
164,763,356,28,89
165,764,357,28,87
166,763,356,29,89
167,764,356,28,89
168,763,356,28,89
169,764,358,25,86
170,764,359,25,85
171,765,359,26,85
172,766,360,28,85
173,766,359,30,87
174,766,358,31,89
175,766,358,31,90
176,765,357,31,91
177,765,357,31,91
178,765,357,31,91
179,766,357,31,90
180,766,357,31,90
181,767,357,31,90
182,767,356,31,91
183,767,357,32,91
184,768,356,32,92
185,769,357,32,91
186,769,358,33,90
187,769,359,33,90
188,768,359,35,90
189,769,359,35,90
190,769,358,36,91
191,768,357,37,93
192,770,357,35,94
193,771,357,34,94
194,772,357,33,93
195,773,357,33,93
196,774,356,34,94
197,774,355,35,95
198,773,353,38,97
199,774,352,38,98
200,775,351,38,99
201,776,350,37,100
202,776,350,36,100
203,776,350,37,101
204,777,350,37,101
205,776,350,39,101
206,777,350,38,101
207,777,350,38,101
208,778,350,37,102
209,779,349,37,104
210,779,349,38,105
211,779,350,38,104
212,779,351,38,103
213,779,350,38,105
214,779,349,38,106
215,779,349,38,105
216,779,349,38,105
217,780,349,37,104
218,781,350,36,103
219,781,351,37,103
220,781,350,39,104
221,781,349,41,107
222,781,349,42,108
223,781,350,43,107
224,782,350,42,107
225,783,351,41,106
226,784,351,40,106
227,786,351,37,106
228,787,352,37,105
229,788,352,36,105
230,787,352,37,105
231,788,352,36,105
232,788,351,36,106
233,788,352,36,105
234,788,353,36,105
235,788,353,36,106
236,787,353,37,106
237,787,353,37,107
238,788,353,36,107
239,788,353,36,107
240,788,353,36,106
241,788,354,35,105
242,788,354,35,106
243,788,356,35,104
244,788,358,38,101
245,789,358,38,101
246,789,358,39,101
247,788,357,40,102
248,788,356,41,104
249,788,354,42,107
250,787,352,43,109
251,788,350,44,113
252,788,349,44,113
253,788,347,45,115
254,789,347,45,115
255,790,348,45,113
256,793,351,43,111
257,795,351,43,112
258,796,350,43,113
259,796,352,42,112
260,797,351,41,113
261,797,353,41,111
262,799,352,39,112
263,800,350,40,114
264,801,350,40,114
265,801,349,44,115
266,801,348,44,116
267,801,346,46,118
268,802,345,46,120
269,803,345,47,120
270,804,345,47,121
271,804,344,48,122
272,804,345,48,121
273,804,345,49,122
274,804,345,49,121
275,804,344,49,122
276,803,344,50,123
277,803,343,51,125
278,803,343,51,126
279,802,342,53,127
280,802,342,53,128
281,805,341,50,129
282,805,339,49,130
283,808,338,46,131
284,810,338,45,131
285,811,340,44,130
286,811,340,44,131
287,812,339,44,132
288,811,339,46,133
289,808,339,51,133
290,806,339,54,133
291,808,340,52,132
292,810,341,50,131
293,812,341,47,132
294,814,341,46,132
295,815,341,46,133
296,816,341,46,133
297,817,341,46,133
298,818,341,47,134
299,819,342,47,134
