FrameNr,x,y,w,h
1,0,0,0,0
2,0,0,0,0
3,0,0,0,0
4,0,0,0,0
5,0,0,0,0
6,0,0,0,0
7,0,0,0,0
8,0,0,0,0
9,0,0,0,0
10,0,0,0,0
11,0,0,0,0
12,0,0,0,0
13,0,0,0,0
14,0,0,0,0
15,0,0,0,0
16,0,0,0,0
17,0,0,0,0
18,0,0,0,0
19,0,0,0,0
20,0,0,0,0
21,0,0,0,0
22,0,0,0,0
23,0,0,0,0
24,0,0,0,0
25,0,0,0,0
26,0,0,0,0
27,0,0,0,0
28,0,0,0,0
29,0,0,0,0
30,0,0,0,0
31,101,284,93,403
32,100,287,111,397
33,100,288,129,395
34,100,289,145,396
35,100,295,159,390
36,101,296,168,389
37,100,296,179,389
38,101,295,187,390
39,103,295,191,389
40,118,292,177,393
41,149,288,145,397
42,173,285,124,399
43,179,282,128,401
44,186,283,147,401
45,189,283,174,402
46,192,284,203,402
47,193,286,224,399
48,194,287,239,397
49,195,291,249,392
50,200,293,249,390
51,210,292,240,388
52,227,291,224,386
53,248,291,202,379
54,271,288,177,377
55,298,284,149,377
56,326,281,127,378
57,347,278,138,381
58,356,276,136,383
59,363,276,140,381
60,370,278,150,382
61,373,279,163,380
62,376,281,203,381
63,377,284,203,378
64,376,286,192,374
65,377,286,199,374
66,386,288,212,372
67,397,289,209,372
68,415,286,194,376
69,431,285,178,378
70,450,279,159,385
71,470,279,137,386
72,486,286,121,379
73,0,0,0,0
74,515,284,110,380
75,519,276,129,386
76,516,275,156,387
77,518,276,173,387
78,519,279,185,385
79,520,280,193,383
80,519,283,197,381
81,542,288,178,374
82,553,288,167,373
83,555,288,165,374
84,550,288,170,375
85,561,286,158,371
86,569,282,150,370
87,574,279,146,371
88,579,275,143,374
89,580,274,149,374
90,583,273,154,376
91,589,273,156,375
92,591,273,160,376
93,593,273,159,376
94,600,275,152,375
95,602,277,151,373
96,604,278,149,372
97,608,278,146,372
98,610,277,143,373
99,611,277,141,373
100,612,276,139,374
101,613,275,138,375
102,614,275,136,375
103,614,276,136,374
104,612,278,137,372
105,610,280,135,368
106,608,282,130,365
107,606,284,127,363
108,602,284,129,363
109,598,284,134,363
110,592,282,140,364
111,588,282,144,365
112,583,280,149,369
113,576,281,156,379
114,565,283,165,381
115,555,284,172,382
116,551,285,175,381
117,551,287,174,379
118,553,289,171,373
119,548,291,176,368
120,528,294,196,363
121,518,296,206,361
122,513,296,210,364
123,513,297,203,365
124,504,296,195,367
125,496,296,183,368
126,480,301,174,361
127,469,295,161,366
128,468,288,145,375
129,460,286,142,379
130,446,285,153,380
131,436,285,162,381
132,421,287,176,377
133,409,289,189,374
134,398,291,199,370
135,388,292,211,371
136,380,295,215,368
137,373,297,196,366
138,369,299,198,364
139,366,300,177,362
140,366,299,159,363
141,368,297,146,364
142,371,295,138,366
143,372,293,133,368
144,372,292,131,368
145,370,293,131,367
146,369,295,131,364
147,368,298,131,360
148,367,300,132,358
149,365,302,134,356
150,364,303,137,353
151,363,303,140,353
152,364,304,144,352
153,365,304,147,352
154,367,302,153,355
155,367,300,159,356
156,368,299,163,358
157,370,301,207,359
158,371,303,223,359
159,371,305,230,359
160,372,305,232,360
161,372,305,233,360
162,372,305,234,360
163,373,301,232,363
164,376,300,228,364
165,393,313,213,347
166,411,302,197,356
167,433,295,180,365
168,457,290,167,373
169,480,287,155,376
170,506,284,139,376
171,535,281,121,379
172,544,282,127,376
173,555,284,127,377
174,559,287,135,370
175,558,286,149,376
176,559,288,160,375
177,560,289,171,373
178,560,289,184,374
179,565,289,186,372
180,572,290,185,367
181,587,290,176,360
182,603,289,168,360
183,624,287,152,362
184,647,283,132,365
185,665,279,118,367
186,677,276,107,369
187,682,273,121,374
188,684,275,143,371
189,686,278,170,368
190,686,282,194,364
191,686,283,212,362
192,689,287,224,359
193,694,290,224,356
194,702,292,220,354
195,719,291,205,351
196,739,285,186,355
197,763,280,163,359
198,788,276,141,363
199,817,272,116,366
200,835,269,101,368
201,849,267,107,371
202,854,267,133,371
203,857,267,166,369
204,858,269,198,367
205,859,270,223,366
206,861,271,237,365
207,863,272,245,365
208,870,272,242,366
209,883,272,231,365
210,900,272,214,363
211,923,269,190,366
212,950,267,162,369
213,981,264,128,372
214,1005,260,106,376
215,1021,257,108,379
216,1032,257,127,378
217,1038,256,139,379
218,1041,257,141,377
219,1044,257,140,377
220,1047,258,137,378
221,1053,257,130,379
222,1069,257,115,379
223,0,0,0,0
224,0,0,0,0
225,0,0,0,0
226,0,0,0,0
227,0,0,0,0
228,0,0,0,0
229,0,0,0,0
230,0,0,0,0
231,0,0,0,0
232,0,0,0,0
233,0,0,0,0
234,0,0,0,0
235,0,0,0,0
236,0,0,0,0
237,0,0,0,0
238,0,0,0,0
239,0,0,0,0
240,0,0,0,0
241,0,0,0,0
242,0,0,0,0
243,0,0,0,0
244,0,0,0,0
245,0,0,0,0
246,0,0,0,0
247,0,0,0,0
248,0,0,0,0
249,0,0,0,0
250,0,0,0,0
251,0,0,0,0
252,0,0,0,0
253,0,0,0,0
254,0,0,0,0
255,0,0,0,0
256,0,0,0,0
257,0,0,0,0
258,0,0,0,0
259,0,0,0,0
260,0,0,0,0
261,0,0,0,0
