FrameNr,x,y,w,h
1,0,0,0,0
2,0,0,0,0
3,0,0,0,0
4,0,0,0,0
5,0,0,0,0
6,0,0,0,0
7,0,0,0,0
8,0,0,0,0
9,0,0,0,0
10,0,0,0,0
11,0,0,0,0
12,0,0,0,0
13,0,0,0,0
14,0,0,0,0
15,0,0,0,0
16,0,0,0,0
17,0,0,0,0
18,0,0,0,0
19,0,0,0,0
20,0,0,0,0
21,0,0,0,0
22,0,0,0,0
23,0,0,0,0
24,0,0,0,0
25,0,0,0,0
26,0,0,0,0
27,0,0,0,0
28,0,0,0,0
29,0,0,0,0
30,0,0,0,0
31,0,0,0,0
32,0,0,0,0
33,0,0,0,0
34,0,0,0,0
35,0,0,0,0
36,0,0,0,0
37,0,0,0,0
38,0,0,0,0
39,0,0,0,0
40,0,0,0,0
41,0,0,0,0
42,0,0,0,0
43,0,0,0,0
44,0,0,0,0
45,0,0,0,0
46,0,0,0,0
47,0,0,0,0
48,0,0,0,0
49,0,0,0,0
50,0,0,0,0
51,0,0,0,0
52,0,0,0,0
53,0,0,0,0
54,0,0,0,0
55,0,0,0,0
56,0,0,0,0
57,0,0,0,0
58,0,0,0,0
59,0,0,0,0
60,0,0,0,0
61,0,0,0,0
62,0,0,0,0
63,0,0,0,0
64,0,0,0,0
65,0,0,0,0
66,0,0,0,0
67,0,0,0,0
68,0,0,0,0
69,0,0,0,0
70,0,0,0,0
71,0,0,0,0
72,0,0,0,0
73,0,0,0,0
74,0,0,0,0
75,0,0,0,0
76,0,0,0,0
77,0,0,0,0
78,0,0,0,0
79,0,0,0,0
80,0,0,0,0
81,0,0,0,0
82,0,0,0,0
83,0,0,0,0
84,0,0,0,0
85,0,0,0,0
86,0,0,0,0
87,0,0,0,0
88,0,0,0,0
89,0,0,0,0
90,0,0,0,0
91,0,0,0,0
92,0,0,0,0
93,0,0,0,0
94,0,0,0,0
95,0,0,0,0
96,0,0,0,0
97,0,0,0,0
98,0,0,0,0
99,0,0,0,0
100,0,0,0,0
101,0,0,0,0
102,0,0,0,0
103,99,240,46,265
104,101,242,52,310
105,100,243,57,411
106,100,241,79,422
107,99,241,94,424
108,100,243,107,423
109,99,244,119,426
110,99,246,126,426
111,100,249,129,425
112,100,249,131,428
113,100,250,133,428
114,100,249,134,431
115,100,248,137,432
116,102,248,144,432
117,102,248,153,432
118,105,246,159,434
119,116,243,155,437
120,135,244,142,436
121,148,245,139,434
122,154,247,146,431
123,156,245,151,433
124,157,243,169,437
125,159,244,188,436
126,159,247,212,433
127,159,249,233,432
128,159,253,248,428
129,160,256,258,426
130,163,259,261,424
131,168,260,257,424
132,181,264,245,423
133,199,266,227,421
134,217,265,211,423
135,241,261,191,427
136,264,260,175,429
137,289,258,158,432
138,318,257,140,433
139,337,256,127,437
140,348,256,124,437
141,351,257,132,434
142,353,258,149,434
143,353,259,168,432
144,354,261,197,430
145,355,261,213,433
146,356,263,225,434
147,356,264,232,437
148,359,265,234,442
149,367,264,227,445
150,377,264,218,446
151,391,265,205,446
152,410,263,188,448
153,427,258,173,453
154,448,260,155,453
155,468,259,143,453
156,495,260,128,451
157,515,258,119,453
158,523,259,122,450
159,524,259,143,452
160,524,259,165,453
161,525,261,190,450
162,525,263,211,450
163,525,266,230,448
164,526,272,242,442
165,528,276,245,438
166,531,276,250,439
167,538,280,247,436
168,547,282,239,434
169,561,282,225,434
170,582,280,204,436
171,600,281,185,435
172,629,279,158,438
173,652,276,139,441
174,688,274,112,442
175,707,272,105,444
176,713,272,112,443
177,715,271,128,445
178,716,275,140,442
179,716,278,190,440
180,716,280,220,438
181,716,281,241,437
182,717,286,230,431
183,721,289,223,429
184,726,290,222,428
185,735,291,215,427
186,752,288,205,429
187,771,289,189,428
188,792,288,170,429
189,818,283,149,434
190,839,282,135,435
191,880,280,101,436
192,898,278,99,437
193,903,273,109,442
194,904,276,128,440
195,904,279,155,437
196,904,284,188,433
197,904,289,216,428
198,904,294,235,423
199,905,296,239,421
200,909,297,237,420
201,916,298,231,419
202,926,300,221,418
203,941,300,206,418
204,963,295,187,422
205,983,296,166,420
206,1016,298,136,417
207,1034,298,133,418
208,1066,296,112,419
209,1085,292,96,422
210,1096,290,87,424
211,1104,290,78,425
212,1107,291,75,424
213,1106,291,76,424
214,1106,295,77,420
215,1104,323,79,393
216,1103,351,79,364
217,0,0,0,0
218,0,0,0,0
219,0,0,0,0
220,0,0,0,0
221,0,0,0,0
222,0,0,0,0
223,0,0,0,0
224,0,0,0,0
225,0,0,0,0
226,0,0,0,0
227,0,0,0,0
228,0,0,0,0
229,0,0,0,0
230,0,0,0,0
231,0,0,0,0
