FrameNr,x,y,w,h
1,0,0,0,0
2,0,0,0,0
3,0,0,0,0
4,0,0,0,0
5,0,0,0,0
6,0,0,0,0
7,0,0,0,0
8,0,0,0,0
9,0,0,0,0
10,0,0,0,0
11,0,0,0,0
12,0,0,0,0
13,0,0,0,0
14,0,0,0,0
15,0,0,0,0
16,0,0,0,0
17,0,0,0,0
18,0,0,0,0
19,0,0,0,0
20,0,0,0,0
21,0,0,0,0
22,0,0,0,0
23,0,0,0,0
24,0,0,0,0
25,0,0,0,0
26,99,267,42,238
27,100,271,46,342
28,100,269,53,241
29,100,271,66,317
30,100,272,82,350
31,100,272,95,422
32,100,274,108,446
33,100,268,118,452
34,100,275,128,445
35,100,281,136,439
36,102,284,143,436
37,101,286,150,434
38,101,287,153,433
39,101,285,156,435
40,104,281,157,439
41,115,278,156,442
42,118,274,162,446
43,122,271,166,449
44,124,273,171,447
45,125,273,178,446
46,123,271,191,449
47,124,269,200,449
48,123,269,228,450
49,123,281,251,437
50,123,287,271,431
51,124,295,285,424
52,124,298,291,421
53,127,299,291,419
54,136,298,283,419
55,149,298,271,419
56,169,298,257,419
57,194,294,240,422
58,221,290,223,426
59,252,291,202,425
60,284,287,185,431
61,316,281,176,436
62,335,281,176,436
63,341,283,185,434
64,343,286,201,432
65,343,288,220,430
66,342,292,239,426
67,344,293,250,425
68,347,295,260,423
69,352,294,269,424
70,364,293,266,425
71,386,292,249,425
72,407,291,232,426
73,433,289,211,428
74,457,226,197,492
75,495,234,156,482
76,492,261,162,455
77,517,275,155,441
78,523,280,150,436
79,526,287,152,427
80,527,291,202,424
81,526,296,218,421
82,525,299,232,418
83,527,302,237,415
84,531,275,241,442
85,536,293,245,424
86,548,301,257,418
87,618,291,195,427
88,653,293,162,425
89,637,299,172,418
90,664,301,150,416
91,684,298,139,418
92,700,298,142,416
93,715,296,140,421
94,725,296,137,422
95,729,301,157,418
96,731,304,177,415
97,731,307,194,413
98,729,306,213,414
99,732,306,224,414
100,732,308,234,411
101,734,309,237,409
102,748,309,227,409
103,770,309,208,410
104,790,307,188,411
105,816,304,165,413
106,840,299,149,419
107,861,298,139,419
108,873,300,139,414
109,886,299,144,416
110,896,299,154,416
111,902,304,169,411
112,907,308,181,407
113,911,309,194,408
114,910,312,206,405
115,908,313,222,405
116,912,313,224,405
117,920,314,219,403
118,928,314,211,402
119,944,312,191,404
120,960,308,174,409
121,982,309,155,408
122,1003,309,141,407
123,1014,307,137,409
124,1021,306,143,408
125,1030,307,143,408
126,1036,308,143,407
127,1044,309,138,405
128,1050,309,133,405
129,1054,309,128,405
130,1063,310,119,404
131,1073,307,109,408
132,1075,309,106,406
133,1075,302,105,412
134,1076,295,105,419
135,1081,291,99,421
136,1092,294,87,419
137,1095,295,84,312
138,0,0,0,0
139,0,0,0,0
140,0,0,0,0
141,0,0,0,0
142,0,0,0,0
143,0,0,0,0
144,0,0,0,0
145,0,0,0,0
146,0,0,0,0
147,0,0,0,0
148,0,0,0,0
149,0,0,0,0
150,0,0,0,0
151,0,0,0,0
152,0,0,0,0
153,0,0,0,0
154,0,0,0,0
155,0,0,0,0
156,0,0,0,0
157,0,0,0,0
158,0,0,0,0
159,0,0,0,0
160,0,0,0,0
161,0,0,0,0
162,0,0,0,0
163,0,0,0,0
164,0,0,0,0
165,0,0,0,0
166,0,0,0,0
167,0,0,0,0
168,0,0,0,0
169,0,0,0,0
170,0,0,0,0
171,0,0,0,0
172,0,0,0,0
173,0,0,0,0
174,0,0,0,0
175,0,0,0,0
