FrameNr,x,y,w,h
1,0,0,0,0
2,0,0,0,0
3,0,0,0,0
4,0,0,0,0
5,0,0,0,0
6,0,0,0,0
7,0,0,0,0
8,0,0,0,0
9,0,0,0,0
10,0,0,0,0
11,0,0,0,0
12,0,0,0,0
13,0,0,0,0
14,0,0,0,0
15,0,0,0,0
16,0,0,0,0
17,0,0,0,0
18,0,0,0,0
19,0,0,0,0
20,0,0,0,0
21,0,0,0,0
22,0,0,0,0
23,0,0,0,0
24,0,0,0,0
25,0,0,0,0
26,99,286,34,195
27,100,243,40,238
28,100,231,48,250
29,100,228,55,246
30,100,226,62,244
31,100,223,71,246
32,100,225,80,249
33,100,227,88,264
34,100,226,95,275
35,102,226,101,284
36,101,226,109,290
37,101,227,115,300
38,100,227,121,399
39,101,229,124,437
40,100,230,128,456
41,99,230,130,468
42,99,231,132,474
43,99,232,133,476
44,100,231,135,476
45,100,231,139,476
46,100,228,146,479
47,102,226,148,481
48,107,228,149,477
49,110,226,153,479
50,111,225,161,480
51,111,227,169,478
52,112,229,176,475
53,112,233,193,469
54,111,234,219,467
55,112,237,245,463
56,112,238,267,462
57,113,243,278,458
58,115,245,282,456
59,117,249,282,452
60,120,250,281,450
61,127,250,274,450
62,140,251,264,448
63,156,251,250,447
64,176,248,235,449
65,200,246,220,451
66,226,246,202,451
67,252,245,188,453
68,282,244,171,458
69,309,243,159,460
70,317,245,165,461
71,318,247,178,461
72,319,248,191,459
73,320,250,205,454
74,320,253,219,451
75,321,254,228,452
76,320,255,236,453
77,322,256,238,454
78,328,255,233,456
79,337,257,224,455
80,352,255,210,457
81,371,253,190,459
82,390,253,177,459
83,412,253,164,460
84,450,252,135,461
85,468,251,123,461
86,475,248,122,464
87,476,248,131,464
88,477,252,146,458
89,477,255,174,455
90,477,257,197,455
91,478,255,221,458
92,478,258,232,456
93,479,263,236,451
94,478,264,243,451
95,479,267,243,449
96,482,266,241,452
97,489,267,232,451
98,503,267,215,450
99,520,266,201,449
100,539,267,189,448
101,557,266,180,449
102,577,265,170,451
103,600,265,161,452
104,626,263,147,454
105,638,264,147,453
106,642,262,155,454
107,643,262,166,454
108,643,265,183,451
109,644,267,205,450
110,644,270,220,448
111,644,271,228,446
112,644,271,225,446
113,649,271,215,446
114,657,268,207,449
115,667,269,196,448
116,687,270,177,446
117,706,269,164,448
118,727,269,151,448
119,755,267,132,450
120,773,267,126,450
121,786,266,126,450
122,793,266,128,451
123,797,266,137,451
124,799,267,144,450
125,799,271,178,446
126,800,274,212,443
127,801,274,233,443
128,801,277,226,439
129,801,278,223,439
130,801,278,219,439
131,802,278,217,440
132,808,279,213,439
133,821,281,202,436
134,836,279,196,438
135,857,273,184,445
136,876,271,174,446
137,901,271,157,445
138,922,272,146,444
139,942,271,142,441
140,952,271,148,442
141,963,271,153,444
142,969,272,162,444
143,974,272,169,444
144,974,274,183,442
145,975,277,193,439
146,975,279,202,437
147,974,281,208,435
148,975,281,210,435
149,977,278,208,438
150,986,278,199,439
151,999,274,185,443
152,1019,272,164,445
153,1038,270,145,446
154,1062,266,121,449
155,1082,265,99,447
156,1096,265,86,445
157,0,0,0,0
158,0,0,0,0
159,0,0,0,0
160,0,0,0,0
161,0,0,0,0
162,0,0,0,0
163,0,0,0,0
164,0,0,0,0
165,0,0,0,0
166,0,0,0,0
167,0,0,0,0
168,0,0,0,0
169,0,0,0,0
170,0,0,0,0
171,0,0,0,0
172,0,0,0,0
173,0,0,0,0
174,0,0,0,0
175,0,0,0,0
176,0,0,0,0
177,0,0,0,0
178,0,0,0,0
179,0,0,0,0
180,0,0,0,0
181,0,0,0,0
