FrameNr,x,y,w,h
1,0,0,0,0
2,0,0,0,0
3,0,0,0,0
4,0,0,0,0
5,0,0,0,0
6,0,0,0,0
7,0,0,0,0
8,0,0,0,0
9,0,0,0,0
10,0,0,0,0
11,0,0,0,0
12,0,0,0,0
13,0,0,0,0
14,0,0,0,0
15,0,0,0,0
16,0,0,0,0
17,0,0,0,0
18,0,0,0,0
19,0,0,0,0
20,0,0,0,0
21,0,0,0,0
22,0,0,0,0
23,0,0,0,0
24,0,0,0,0
25,1116,184,65,381
26,1114,191,66,377
27,1112,193,67,377
28,1110,195,69,375
29,1108,194,70,375
30,1106,193,72,376
31,1103,191,75,380
32,1101,190,77,382
33,1097,189,81,381
34,1093,189,84,374
35,1089,189,88,370
36,1082,189,95,369
37,1065,192,113,368
38,1048,192,131,369
39,1030,192,149,368
40,1018,193,162,368
41,1011,194,169,368
42,1003,196,174,366
43,999,196,178,366
44,997,197,180,364
45,996,196,181,364
46,998,196,178,363
47,998,195,175,364
48,995,194,169,365
49,991,194,162,364
50,984,194,152,364
51,976,192,142,366
52,969,191,135,368
53,961,191,133,370
54,954,192,133,370
55,948,193,132,369
56,942,193,132,370
57,935,194,134,368
58,922,196,142,365
59,913,196,149,365
60,905,197,156,364
61,902,198,158,363
62,901,198,159,364
63,900,197,158,364
64,899,196,152,365
65,898,195,150,366
66,896,194,144,368
67,893,192,139,371
68,889,191,132,372
69,885,190,119,372
70,880,189,112,373
71,873,189,112,374
72,869,189,110,374
73,864,189,109,374
74,852,191,117,372
75,836,191,130,372
76,825,192,137,372
77,812,193,149,373
78,804,194,157,376
79,800,196,160,376
80,798,196,161,380
81,798,196,161,379
82,797,196,161,376
83,797,196,158,374
84,797,196,151,371
85,796,196,142,369
86,796,196,135,371
87,796,195,124,373
88,798,196,109,361
89,798,195,95,354
90,796,194,90,356
91,795,194,85,375
92,797,195,78,367
93,797,197,73,363
94,797,198,70,363
95,798,200,64,360
96,800,202,59,365
97,802,219,55,353
98,799,226,57,348
99,0,0,0,0
100,0,0,0,0
101,0,0,0,0
102,0,0,0,0
103,0,0,0,0
