FrameNr,x,y,w,h
1,0,0,0,0
2,0,0,0,0
3,0,0,0,0
4,0,0,0,0
5,0,0,0,0
6,0,0,0,0
7,0,0,0,0
8,0,0,0,0
9,0,0,0,0
10,0,0,0,0
11,0,0,0,0
12,0,0,0,0
13,0,0,0,0
14,0,0,0,0
15,0,0,0,0
16,0,0,0,0
17,0,0,0,0
18,0,0,0,0
19,0,0,0,0
20,0,0,0,0
21,0,0,0,0
22,0,0,0,0
23,0,0,0,0
24,0,0,0,0
25,0,0,0,0
26,0,0,0,0
27,0,0,0,0
28,0,0,0,0
29,0,0,0,0
30,0,0,0,0
31,0,0,0,0
32,0,0,0,0
33,0,0,0,0
34,0,0,0,0
35,0,0,0,0
36,1096,210,84,448
37,1080,212,101,441
38,1057,215,123,436
39,1042,219,137,432
40,1031,223,147,430
41,1024,225,154,429
42,1021,226,156,430
43,1019,227,157,429
44,1016,227,160,430
45,1015,227,161,429
46,1010,226,165,430
47,1001,224,176,432
48,994,222,175,433
49,985,220,168,435
50,976,219,147,436
51,962,219,146,437
52,952,221,150,434
53,942,223,158,431
54,923,225,176,430
55,899,228,200,428
56,876,230,223,426
57,860,232,239,424
58,848,234,250,423
59,841,237,256,420
60,837,240,260,416
61,836,242,258,415
62,834,243,249,415
63,827,246,243,412
64,824,245,228,411
65,819,245,213,409
66,814,245,197,408
67,804,246,169,408
68,795,247,145,407
69,791,244,125,409
70,783,245,124,408
71,774,249,131,404
72,758,248,146,405
73,737,247,167,405
74,715,248,189,403
75,699,248,205,403
76,688,247,216,403
77,681,247,223,404
78,676,249,228,404
79,673,251,231,403
80,672,252,231,404
81,673,253,227,403
82,674,253,218,403
83,674,251,207,406
84,675,249,193,408
85,674,248,180,408
86,670,246,170,411
87,665,247,156,410
88,661,245,139,410
89,656,244,123,410
90,653,242,111,413
91,649,241,106,415
92,645,240,107,415
93,638,239,112,416
94,626,238,123,418
95,614,237,134,419
96,601,237,146,418
97,590,238,156,418
98,581,239,166,418
99,577,239,170,419
100,573,240,175,419
101,574,239,173,420
102,567,240,179,421
103,563,242,181,420
104,569,241,173,419
