FrameNr,x,y,w,h
1,0,0,0,0
2,0,0,0,0
3,0,0,0,0
4,0,0,0,0
5,0,0,0,0
6,0,0,0,0
7,0,0,0,0
8,99,28,44,270
9,99,28,44,422
10,99,28,43,422
11,100,28,42,474
12,97,28,46,474
13,99,28,44,474
14,98,28,62,474
15,99,28,71,474
16,99,6,81,499
17,100,0,93,503
18,101,0,106,500
19,100,0,139,500
20,99,2,166,498
21,99,6,189,493
22,99,11,201,488
23,99,18,208,482
24,99,22,213,479
25,101,26,212,474
26,103,29,210,471
27,104,31,208,467
28,118,32,194,461
29,130,33,182,458
30,149,34,165,458
31,172,34,153,457
32,194,35,139,456
33,216,37,121,454
34,227,39,121,451
35,232,41,127,448
36,232,44,144,444
37,234,47,150,442
38,235,51,163,439
39,235,56,177,434
40,237,61,180,429
41,239,63,182,425
42,244,64,178,422
43,253,66,169,419
44,262,67,157,416
45,276,66,140,415
46,309,67,109,407
47,316,67,106,405
48,327,67,103,403
49,339,66,99,404
50,346,67,100,402
51,350,67,108,401
52,352,69,121,399
53,353,72,134,396
54,353,75,146,392
55,352,78,154,389
56,353,81,158,385
57,355,82,156,384
58,358,84,154,382
59,363,86,149,380
60,372,88,141,376
61,381,90,132,370
62,391,90,121,369
63,405,90,108,367
64,419,89,99,367
65,431,88,93,365
66,440,87,96,366
67,447,90,99,365
68,450,92,105,364
69,454,92,110,364
70,455,95,114,361
71,455,98,119,358
72,455,101,125,355
73,455,105,127,350
74,458,108,127,347
75,461,109,125,345
76,464,109,120,345
77,474,110,106,340
78,485,110,92,336
79,493,110,87,334
80,498,110,90,332
81,503,110,91,331
82,508,110,91,333
83,511,110,92,333
84,513,112,95,331
85,514,114,100,327
86,514,115,107,326
87,514,114,113,327
88,514,116,118,325
89,514,119,120,322
90,515,120,119,321
91,518,121,117,320
92,520,121,114,319
93,523,122,111,318
94,529,123,106,317
95,535,123,102,316
96,544,122,94,316
97,552,123,87,315
98,561,124,82,313
99,570,124,84,313
100,579,124,85,313
101,584,125,93,313
102,587,126,98,312
103,589,127,103,311
104,590,130,107,307
105,591,132,110,305
